symbol,final_equity,total_return,max_drawdown,window
AAPL.csv,103921.56862745098,0.03921568627450989,-0.006249999999999975,3
AAPL.csv,100632.91139240508,0.006329113924050667,-0.006249999999999983,5
AAPL.csv,100000.0,0.0,0.0,10
AAPL.csv,100000.0,0.0,0.0,20
